RÚgIE_ENTR;PROJET_O_N;DOM_PUBLIC;DOSSIER;O_N;NOM;CANTON;SS_QUARTIE;QUARTIER;QUARTIER0;SECTEUR;LIBSECTEUR;CAT?GORIE;LIBCATÚgOR;DATE_CR?AT;ADRESSE;PELOUSES;FLEURS;ARBUSTES;JEUX;ALL?ES;FRICHE;JARDINIERE;HAIES_LONG;WC_O_N;D?POT_JARD;ECLAIRAGE_;V?G?TAUX;BORNE_FONT;BASSINS_FO;DATE_MODIF;COORDONN?E;N_GEST;_LIBGESTI;N_MOEUVRE;_1_LIBGES;DATE_FICHE;GROUPE_ENT;LIBGROUPE;EAU_SURFAC;ROSIERS_SU;FEUILLUS_U;CONIFERE_U;PRAIRIE;PALMIERS_Q;BOISEMENT;XCOORD;YCOORD;ALLÚeS_NON;VIVACES;PROPRIÚt?;LIBPROPRI;UNIFIÚe;LIBTYPOLOG;SEV;NON_SEV;TOTALE;ARBRES;HORTICOLE;HISTORIQUE;ECOLOGIE;ACTIVIT?;COMPOSITIO;ZONE;CL¶tURÚ_O_;FERMETURE;LIBFERMETU;HANDICAPÚs;HANDICAP0;LIBEVOLUTI;ACCESSIBIL;MODIFICATI;TRAML1;BUS;MSEC;BALAYAGESE;NOMCOURT;LONGITUDE;LATITUDE
Oui;Non;20010101;925;Non;ACM Puech de Massane;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.bat;Abords de bÔtiment;;rue Puech de Massane;0;0;644;0;0;0;0;30;Non;Non;Non;pins, sophoras, frÛnes, mÚlias, micocouliers, cyprÞs, Úrables;0;0;;B16;1;SEV;50;Sariviere;37021;3;Rustique;0;0;17;7;1264;0;0;719622,8667;150346,3883;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1908;0;1908;24;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39755;;15 - Place d'Italie (147 m);0;Non;ACM Puech de Massane;3,819365;43,643368
Oui;Non;20010101;926;Non;ACM MÚtairie de Saysset;5;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.bat;Abords de bÔtiment;;A : Rue NoÙl et AndrÚ Aversenq. B :Rue Roger de Mirepoix.;0;0;5;0;0;0;0;0;Non;Non;Non;Úrable, peuplier;0;0;;N6;1;SEV;50;Sariviere;37021;3;Rustique;0;0;2;0;754;0;0;725687,988;144786,8164;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;759;0;759;2;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37039;;16 - CitÚ de l'Arme (173 m);0;Non;ACM M de Saysset;3,893227;43,592326
Oui;Non;20010101;927;Non;ACM Vert-bois;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.bat;Abords de bÔtiment;;avenue de Vert-Bois;0;0;310;0;0;0;0;0;Non;Non;Non;sophoras, pins, cyprÞs, peupliers, oliviers, catalpa, micocouliers, arbres de JudÚe, robiniers;0;0;;J15;1;SEV;25;Clanet;37021;3;Rustique;0;0;62;33;5185;0;0;723601,7822;149777,2511;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;5495;0;5495;95;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37022;;La Navette - La Valette (141 m);0;Non;ACM Vert-bois;3,868543;43,63759
Oui;Non;20010101;928;Non;ACM Val de Croze-Bagatelle;8;8;Pas du Loup;Croix d'Argent;W;Croix d'Argent;Ab.bat;Abords de bÔtiment;;Rue Rouget-de-Lisle;0;0;1065;0;0;0;0;200;Non;Non;Non;Ginkgo, pins, peupliers, micocouliers, platanes, chamaerops;0;0;;F6;1;SEV;50;Sariviere;37021;3;Rustique;0;0;186;13;11263;2;300;721351,6144;144998,7057;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;12628;0;12628;201;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37021;;11 - Bagatelle (87 m);0;Non;ACM Croze-Bagatelle;3,839579;43,594958
Oui;Non;20010101;929;Non;ACM CitÚ Gely-Zuccarelli;8;15;Figuerolles;Centre;B;Peyrou;Ab.bat;Abords de bÔtiment;;rue du faubourg Figuerolles;0;0;288;0;0;0;0;712;Non;Non;Non;Tilleuls, sophoras, murier, Úrables negundo, robiniers, cyprÞs, pins, cÞdres, prunus;0;0;;i9;1;SEV;50;Sariviere;37021;3;Rustique;0;0;96;49;10957;0;0;722915,0338;146255,5373;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;11245;0;11245;145;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39631;;11 - Claret (122 m);0;Non;ACM CitÚ Gely;3,859227;43,606011
Oui;Non;20010101;930;Non;ACM Tournezy;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.bat;Abords de bÔtiment;;Rue Simone de Beauvoir, rue Jean-Paul Sartre;0;0;120;0;0;0;0;6;Non;Non;Non;Pins, cyprÞs, tilleul, cerisiers Ó fleurs;0;0;;K4;1;SEV;50;Sariviere;37021;3;Rustique;0;0;9;25;930;0;0;724339,9263;143459,5653;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1050;0;1050;34;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37021;;16 - Tournezy (Terminus) (288 m);0;Non;ACM Tournezy;3,876227;43,58061
Oui;Non;20010101;931;Non;ACM La Justice;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.bat;Abords de bÔtiment;;Avenue de la Justice;0;0;500;0;0;0;0;370;Non;Non;Non;Pins, sophoras, chÛnes verts, robiniers, cyprÞs, micocouliers, Úrables, m¹riers, prunus;0;0;;K13;1;SEV;25;Clanet;37021;3;Rustique;0;0;53;47;5007;0;0;724084,4189;148602,6108;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;5507;0;5507;100;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37021;;La Ronde - Major Flandres (33 m);0;Non;ACM La Justice;3,874253;43,626938
Oui;Non;20010101;932;Non;ACM Aiguelongue 1;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.bat;Abords de bÔtiment;;Rue de Montasinos;0;0;300;0;0;0;0;70;Non;Non;Non;Micocouliers, sophoras, cyprÞs, pins, acacias, gleditsia, chÛnes, oliviers;0;0;;L13;1;SEV;25;Clanet;37021;3;Rustique;0;0;48;9;1759;0;0;724633,2711;148716,8586;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;2059;0;2059;57;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37021;2 - Aiguelongue (250 m);La Ronde - Tourterelles (218 m);0;Non;ACM Aiguelongue 1;3,881078;43,627874
Oui;Non;20010101;933;Non;ACM Aiguelongue 2;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.bat;Abords de bÔtiment;;Rue de Montasinos;0;0;200;0;0;0;0;60;Non;Non;Non;Micocouliers, sophoras, cyprÞs, pins, acacias, gleditsia, chÛnes, oliviers;0;0;;K14;1;SEV;25;Clanet;37021;3;Rustique;0;0;63;12;2945;0;0;724460,4804;148937,1562;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;3145;0;3145;75;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37021;;9 - Alpilles (186 m);0;Non;ACM Aiguelongue 2;3,87899;43,629886
Oui;Non;20010101;934;Non;ACM Mas de Villaret;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.bat;Abords de bÔtiment;;Rue du Mas de Villaret;0;0;54;0;0;0;0;0;Non;Non;Non;pins, cyprÞs, figuier, sophoras, ormes;0;0;;J6;1;SEV;50;Sariviere;37021;3;Rustique;0;0;8;25;1358;0;0;723482,3842;144817,0863;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1412;0;1412;33;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37022;2 - Croix d'Argent (58 m);5 - Richemont (60 m);0;Non;ACM Mas de Villaret;3,865923;43,59297
Oui;Non;20010101;935;Non;ACM Pompignane;4;26;La Pompignane;Port Marianne;L;Port Marianne;Ab.bat;Abords de bÔtiment;;Rue Louise Michel - rue pierre Semard;0;0;5300;110;0;0;0;350;Non;Non;Non;;0;0;;O12;1;SEV;25;Clanet;37021;3;Rustique;0;0;70;14;23096;0;0;726350,3523;147882,8598;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;28506;0;28506;84;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39594;;8 - Garigliano (128 m);0;Non;ACM Pompignane;3,902157;43,620077
Oui;Non;20010101;936;Non;ACM Lemasson;6;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.bat;Abords de bÔtiment;;Boulevard PÚdro de Luna;0;0;340;0;0;0;0;525;Non;Non;Non;;0;0;;J6;1;SEV;50;Sariviere;37021;3;Rustique;0;0;156;13;6411;0;0;723887,3493;144699,1598;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;6751;0;6751;169;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37022;2 - Lemasson (258 m);5 - Lemasson (305 m);0;Non;ACM Lemasson;3,872492;43,593028
Oui;Non;20010101;937;Non;ACM LÚonard de Vinci;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.bat;Abords de bÔtiment;;Rue Denis Papin, rue Louis LÚpine;0;0;144;0;0;0;0;0;Non;Non;Non;;0;0;;P10;1;SEV;25;Clanet;37021;3;Rustique;0;0;40;0;1042;0;0;726857,7936;147077,8696;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1186;0;1186;40;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37022;;12 - Franþois Couperin (93 m);0;Non;ACM LÚonard de Vinci;3,908252;43,612744
Oui;Non;20010101;938;Non;ACM Puech Villa;10;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.bat;Abords de bÔtiment;;rue de St Priest;0;0;1208;233;0;0;0;210;Oui;Non;Non;10 arbres de judÚe;0;0;;E15;1;SEV;25;Clanet;37021;3;Rustique;0;0;61;30;4031;0;2851;721054,8012;149653,3337;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;8323;0;8323;91;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39538;1 - Malbosc (398 m);16 - Saint-Priest (405 m);0;Non;ACM Puech Villa;3,836954;43,636897
Oui;Non;20020101;953;Non;ACM Les Bouissettes;8;4;La Martelle;Les CÚvennes;H;CÚvennes;Ab.bat;Abords de bÔtiment;20020101;rue des Bouissettes;0;0;43;0;0;0;0;4;Non;Non;Non;4 negundo, 6 prunus, 3 leyland;0;0;;E9;1;SEV;47;UPEE7;37274;3;Rustique;0;0;10;3;400;0;0;720744,1143;146234,7267;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;443;0;443;13;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39624;;7 - Monsieur Teste (149 m);0;Non;ACM Les Bouissettes;3,832335;43,606181
Oui;Non;20020101;954;Non;ACM Beaux Arts;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.bat;Abords de bÔtiment;20020101;rue de la poÚsie;4120;0;0;0;0;460;0;55;Non;Non;Non;9 micocouliers, 6 pins d'Alep, 48 cyprÞs, 43 m¹riers, 2 platanes, 6 mÚlias, 7 peupliers;0;0;;L11;1;SEV;47;UPEE7;37274;3;Rustique;0;0;67;54;0;0;0;724766,8581;147476,9488;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;4580;0;4580;121;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39367;2 - Beaux Arts (104 m);9 - Bernard DÚlicieux (38 m);0;Non;ACM Beaux Arts;3,882445;43,616693
Oui;Non;20020101;955;Non;ACM Les Escholiers;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.bat;Abords de bÔtiment;20020101;rue des tourterelles;0;0;215;0;0;0;0;236;Non;Non;Non;7 prunus, 5 sophoras, 1 saule, 3 pins sylvestre, 1 pin pignon, 3 catalpa, 1 magnilia, 6 micocouliers, 1 tilleul, 2 Úrables, 1 acacia, 1 olivier, 42 gleditsia, 1 m¹rier;0;0;;L13;1;SEV;25;Clanet;37274;3;Rustique;0;0;71;4;5878;0;0;724571,5752;148651,9045;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;6093;0;6093;75;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Aiguelongue (242 m);La Ronde - Tourterelles (143 m);0;Non;ACM Les Escholiers;3,880299;43,627299
Oui;Non;20020101;956;Non;ACM Les Aiguerelles;5;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.bat;Abords de bÔtiment;20020101;Boulevard d'Orient;0;0;57;0;0;0;0;314;Non;Non;Non;7 prunus, 9 tilleuls, 3 Úrables, 7 sophoras, 2 cyprÞs, 1 pin, 1 m¹rier, 2 acacias, 4 troÙnes, 1 laurier sauce.;0;0;;L8;1;SEV;50;Sariviere;37274;3;Rustique;0;0;34;3;1541;0;0;725046,7496;145814,1012;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1598;0;1598;37;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Place Carnot (238 m);8 - LÚon CordÞs (62 m);0;Non;ACM Aiguerelles;3,885526;43,60168
Oui;Non;20020101;957;Non;ACM Blaise Pascal;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.bat;Abords de bÔtiment;20020101;rue Camille Flammarion;0;0;400;0;0;0;0;24;Non;Non;Non;20 catalpas, 20 pins pignons, 10 albizzias, 7 Úrables, 1 amandier, 3 mÚlias, 1 cyprÞs, 2 sophoras, 7 peupliers.;0;0;;O10;1;SEV;47;UPEE7;37277;3;Rustique;0;0;50;21;1163;0;0;726476,6871;146899,088;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1563;0;1563;71;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39329;;12 - Vieille Poste (90 m);0;Non;ACM Blaise Pascal;3,90349;43,611201
Oui;Non;19950315;958;Non;ACM Alexender Bell;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.bat;Abords de bÔtiment;19950315;rue LÚonard de Vinci;0;0;870;0;0;0;0;50;Non;Non;Non;Pins pignons;0;0;;P10;1;SEV;25;Clanet;37277;3;Rustique;0;0;0;8;50;0;0;726745,4376;146939,8683;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;920;0;920;8;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Franþois Couperin (136 m);0;Non;ACM Alexender Bell;3,906828;43,611522
Oui;Non;20020101;959;Non;ACM Maurin;6;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.bat;Abords de bÔtiment;20020101;rue Victor Roger;0;0;45;0;0;0;0;28;Non;Non;Non;9 peupliers blancs, 19 robiniers, 4 sureaux, 11 aulnes, 2 figuiers, 1 laurier sauce.;0;0;;K6;1;SEV;50;Sariviere;37277;3;Rustique;0;0;46;0;1045;0;0;724239,4471;144742,4626;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1090;0;1090;46;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Lemasson (243 m);5 - Lemasson (125 m);0;Non;ACM Maurin;3,87528;43,592172
Non;Non;20031201;978;Non;Espace Martin Luther King;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.bat;Abords de bÔtiment;;27, bd Louis Blanc;0;5;0;0;0;0;0;0;Non;Non;Non;1 Platane;0;0;;L11;48;Dir  Relat? Internationales;1;SEV;38002;2;Normal;0;0;1;0;0;0;0;724599,9532;147245,6153;0;0;1;Ville de Montpellier;Accompagnement de bÔtiments publics;Accompagnement de bÔtiments publics;5;0;5;1;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 et 2 - Corum (160 m);4 - Proudhon (213 m);0;Non;Espace Luther King;3,880324;43,614638
Non;Non;20061206;1054;Non;La PanacÚe;1;21;Centre historique;Centre;A;Ecusson;Ab.bat;Abords de bÔtiment;20061206;rue de l'Úcole de pharmacie;0;0;0;0;0;0;0;0;Non;Non;Non;2 sophoras, 8 gros buis;0;0;;k10;53;DAC Affaires culturelles;1;SEV;39064;2;Normal;0;0;2;0;0;0;0;724429,0544;147038,1403;381;200;1;Ville de Montpellier;Accompagnement de bÔtiments publics;Accompagnement de bÔtiments publics;200;0;581;2;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39064;;;0;Non;La PanacÚe;3,878159;43,612801
Oui;Non;20071018;1061;Non;Abords collÞge Marcel Pagnol;8;8;Pas du Loup;Croix d'Argent;W;Croix d'Argent;Ab.bat;Abords de bÔtiment;19970101;95 Rue Topaze;0;0;110;0;0;0;30;0;Non;Non;Non;;0;0;;g7;1;SEV;50;Sariviere;39373;2;Normal;0;0;0;0;180;0;0;0;0;0;0;1;Ville de Montpellier;Accompagnement de bÔtiments publics;Accompagnement de bÔtiments publics;320;0;320;0;0;0;0;0;0;Sud;Non;0;;Non;0;;Non;40065;;;0;Non;CollÞge M Pagnol;3,846696;43,596994
Non;Oui;20090101;1070;Non;LycÚe MendÞs France;4;31;Port Marianne;Port Marianne;T2;Etudes 2;Ab.bat;Abords de bÔtiment;20090101;rue du Mas de Brousse;0;0;0;0;0;0;0;0;Non;Non;Non;;0;0;;R8;0;Sans;0;Sans;39552;3;Rustique;0;0;0;0;13100;0;0;0;0;0;0;0;Sans;Sans;Sans;13100;0;13100;0;0;0;0;0;0;Etudes;Non;0;;Non;0;;Non;39552;;;0;Non;LycÚe MendÞs France;3,919636;43,599806
Oui;Non;20080305;1074;Non;ACM RÚsidence CERES;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.bat;Abords de bÔtiment;;Rue Pierre Cardenal;0;0;0;0;42;0;0;32;Non;Non;Non;;0;0;;C15;1;SEV;50;Sariviere;39575;3;Rustique;0;0;0;0;1427;0;0;0;0;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;1469;0;1469;0;0;0;0;0;0;Nord-Ouest;Non;0;;Non;0;;Non;39587;;;0;Non;ACM CERES;3,819864;43,638404
Oui;Non;20080305;1075;Non;ACM RÚsidence de GÛnes;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.bat;Abords de bÔtiment;;Rue de GÛnes;0;0;0;0;0;0;0;476;Non;Non;Non;;0;0;;B16;1;SEV;50;Sariviere;39575;3;Rustique;0;0;0;0;4067;0;0;0;0;0;0;1;Ville de Montpellier;Accompagnement d'habitations;Accompagnement d'habitations;4067;0;4067;0;0;0;0;0;0;Nord-Ouest;Non;0;;Non;0;;Non;39587;;;0;Non;ACM Res GÛnes;3,813725;43,640425
Non;Non;19740101;24;Non;Ilot Poste PrÚfecture;1;21;Centre historique;Centre;A;Ecusson;Ab.voi;Abords de voirie;19740101;Rue Rosset;0;0;80;0;0;0;0;0;Non;Non;Non;;0;0;34443;K10;1;SEV;1;SEV;33633;1;Prestige;0;0;0;0;0;0;0;724387,2231;146824,6745;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;80;0;80;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - ComÚdie (325 m);6 - Peyrou (354 m);0;Non;Poste PrÚfecture;3,877591;43,610886
Oui;Non;19500101;37;Non;CitÚ universitaire ColombiÞre;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19500101;Route de Ganges;0;0;1369;0;0;0;0;0;Non;Non;Oui;17 m¹riers, 2 cyprÞs;0;0;34451;H14;1;SEV;25;Clanet;33633;3;Rustique;0;0;17;2;0;0;0;722469,7089;149134,4361;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1369;0;1369;19;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - H¶pital Lapeyronie (129 m);La Navette - EugÞne Bataillon (467 m);0;Non;CitÚ universitaire C;3,854369;43,631993
Oui;Non;19700101;43;Non;Ilot rue Fliche;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19700101;Rue Auguste Fliche;0;0;362;0;0;0;0;0;Non;Non;Oui;18 micocouliers;0;0;34451;i14;1;SEV;25;Clanet;33633;3;Rustique;0;0;18;0;0;0;0;723000,3781;149068,4309;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;362;0;362;18;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - UniversitÚ des sciences et lettres (246 m);La Navette - EugÞne Bataillon (89 m);0;Non;Rue Fliche;3,860928;43,631312
Oui;Non;19780101;60;Non;Parking ClÚmentville;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19780101;Rue de ClÚmentville;0;0;490;0;0;0;0;85;Non;Non;Oui;5 platanes, 1 photinia, 2 Úrables de Montpellier;0;0;35072;H10;1;SEV;47;UPEE7;33676;3;Rustique;0;0;8;0;0;0;0;722371,2266;147057,059;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;490;0;490;8;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;6 - Las Sorbes (265 m);0;Non;Park ClÚmentville;3,852674;43,613314
Oui;Non;19890101;61;Non;Axe Ave de la Recambale;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19890101;Ave de la Recambale;0;0;1250;0;0;0;0;0;Non;Non;Non;57 cyprÞs;0;0;34862;F8;1;SEV;47;UPEE7;33633;2;Normal;0;0;0;57;0;0;0;721335,8488;145758,3962;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1250;0;1250;57;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;;0;Non;Axe Av Recambale;3,839556;43,601798
Non;Non;19850101;85;Non;Rond-point Christophe Colomb;4;31;Port Marianne;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19850101;Avenue de la mer;4410;280;750;0;0;0;0;0;Non;Non;Oui;pin, cyprÞs;0;0;35075;N9;1;SEV;1;SEV;33676;1;Prestige;0;5;0;0;0;0;0;726094,7398;146296,5277;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;5445;0;5445;0;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Rives du Lez (359 m);12 - Pont JuvÚnal (64 m);0;Non;Rdpt Colomb;3,898617;43,605844
Non;Non;19850101;86;Non;Rond-point des PrÞs d'ArÞnes;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19850101;route de Palavas;5300;0;1025;0;0;0;0;0;Non;Non;Non;18 washingtonias, 1 pin pignon;0;1;34445;M5;1;SEV;1;SEV;33679;1;Prestige;0;0;0;1;0;18;0;725447,4053;144433,0369;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;6325;600;6925;19;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;37057;;16 - Garcia Lorca (205 m);0;Non;Rdpt PrÞs d'ArÞnes;3,890165;43,589183
Non;Non;19870101;87;Non;Rond-point Flandres-Dunckerque;7;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19870101;Route de Toulouse;12610;0;1980;0;0;0;0;310;Non;Non;Non;pin d'Alep, cyprÞs de Leyland, aulne et frÛne.Baliveaux: FrÛnes, aulnes;0;0;34451;H5;1;SEV;1;SEV;33633;1;Prestige;0;0;210;10;3260;0;0;722722,2734;144486,6399;800;1122;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;18972;0;19772;220;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Ave de Toulouse (131 m);0;Non;Flandres-Dunckerque;3,856435;43,590123
Non;Non;19850101;90;Non;Rond-point d'Assas;10;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19850101;Ave. Assas/ PÞre Soulas;520;100;41;0;0;0;0;45;Non;Non;Oui;"olivier;micocoulier;chÛne vert";0;0;35076;H12;1;SEV;1;SEV;33676;2;Normal;1;0;14;0;0;0;0;722862,6921;147808,8667;0;200;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;862;0;862;14;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;7 - CitÚ Roger (83 m);0;Non;Rond-point Assas;3,858922;43,62008
Non;Non;19850101;91;Non;Rond-point Jules Ventre (de las Sorbes);10;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19850101;Rue de las Sorbes/ PÞre Soulas;200;25;100;0;0;0;0;0;Non;Non;Oui;3 pins pignons, 1 c humilis;0;0;34445;i11;1;SEV;1;SEV;33723;2;Normal;0;0;0;0;0;1;0;723213,7389;147639,2291;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;325;0;325;1;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;7 - Maison des sports (77 m);0;Non;Rond-point Ventre;3,863245;43,618414
Non;Non;19720101;92;Non;Parking place du GÚvaudan;9;1;Les Hauts de Massane;La Mosson;F;Hauts de Massane;Ab.voi;Abords de voirie;19720101;;0;0;200;0;0;0;0;0;Non;Non;Oui;murier platane;0;0;34445;C16;1;SEV;1;SEV;33633;3;Rustique;0;0;2;0;0;0;0;719661,8602;150096,3463;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;200;0;200;2;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;15 - Carriera (19 m);0;Non;Park GÚvaudan;3,819793;43,641111
