RÚgIE_ENTR;PROJET_O_N;DOM_PUBLIC;DOSSIER;O_N;NOM;CANTON;SS_QUARTIE;QUARTIER;QUARTIER0;SECTEUR;LIBSECTEUR;CAT?GORIE;LIBCATÚgOR;DATE_CR?AT;ADRESSE;PELOUSES;FLEURS;ARBUSTES;JEUX;ALL?ES;FRICHE;JARDINIERE;HAIES_LONG;WC_O_N;D?POT_JARD;ECLAIRAGE_;V?G?TAUX;BORNE_FONT;BASSINS_FO;DATE_MODIF;COORDONN?E;N_GEST;_LIBGESTI;N_MOEUVRE;_1_LIBGES;DATE_FICHE;GROUPE_ENT;LIBGROUPE;EAU_SURFAC;ROSIERS_SU;FEUILLUS_U;CONIFERE_U;PRAIRIE;PALMIERS_Q;BOISEMENT;XCOORD;YCOORD;ALLÚeS_NON;VIVACES;PROPRIÚt?;LIBPROPRI;UNIFIÚe;LIBTYPOLOG;SEV;NON_SEV;TOTALE;ARBRES;HORTICOLE;HISTORIQUE;ECOLOGIE;ACTIVIT?;COMPOSITIO;ZONE;CL¶tURÚ_O_;FERMETURE;LIBFERMETU;HANDICAPÚs;HANDICAP0;LIBEVOLUTI;ACCESSIBIL;MODIFICATI;TRAML1;BUS;MSEC;BALAYAGESE;NOMCOURT;LONGITUDE;LATITUDE
Oui;Non;19910101;505;Non;Rue des Horaces;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19910101;Horaces (rue des);0;0;50;0;0;0;0;0;Non;Non;Non;lagerstroemia, peuplier;0;0;34451;H5;1;SEV;50;Sariviere;33641;2;Normal;0;0;6;0;0;0;0;722777,3478;144116,0438;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;50;0;50;6;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Sabines (405 m);5 - Trencavel (74 m);0;Non;Rue des Horaces;3,857033;43,586779
Oui;Non;19901101;507;Non;Bouisses Montpellier-Village;8;4;La Martelle;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19901101;Rue des bouisses;0;0;1040;0;0;0;0;164;Non;Non;Oui;51 platanes, 2 frÛnes;0;0;34445;E7;1;SEV;47;UPEE7;33791;2;Normal;0;0;53;0;0;0;0;721026,7385;145296,57;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1040;0;1040;53;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;La Ronde - La Ronde (Terminus) (239 m);0;Non;Bouisses Montpellier;3,835624;43,597692
Non;Non;19910301;509;Non;Ilot Albert Dubout/Leclerc;5;13;Saint-Martin;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19910301;Avenue Albert Dubout;400;0;60;0;0;0;0;50;Non;Non;Non;;0;0;34445;L7;1;SEV;1;SEV;33679;2;Normal;1;0;0;0;0;0;0;724658,6011;145298,672;314;50;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;511;0;825;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Saint-ClÚophas (454 m);12 - Coquelicots (116 m);0;Non;Dubout/Leclerc;3,880599;43,597107
Oui;Non;19910301;514;Non;Talus St ClÚment;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19910301;rue St ClÚment;0;0;375;0;0;0;0;0;Non;Non;Non;;0;0;34445;G11;1;SEV;47;UPEE7;33633;2;Normal;0;0;0;0;0;0;0;721867,9895;147426,9194;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;375;0;375;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;6 - Las Cazes (181 m);0;Non;Talus St ClÚment;3,846525;43,616726
Oui;Non;19921201;528;Non;Avenue Pierre MendÞs-France;4;27;MillÚnaire;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19921201;Ave Pierre MendÞs France;39000;224;5800;0;0;0;0;0;Non;Non;Oui;2250 pins, 4000 L. roses;0;0;35080;Q9;1;SEV;26;SPL;33633;3;Rustique;0;0;0;2250;11000;0;17056;727589,3162;146494,9638;0;300;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;73380;0;73380;2250;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Odysseum (412 m);La Ronde - Evariste Gallois (53 m);0;Non;Av P MendÞs;3,917175;43,607373
Oui;Non;19930101;540;Non;AmÚnagements ZAC Croix Argent;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19930101;Rue Bounin;415;0;951;0;0;0;0;55;Non;Non;Oui;7 cercis, 16 tilia tomentosa, 166 pinus pinea, 3 washingtonia filifera;0;0;35069;i5;1;SEV;50;Sariviere;33633;2;Normal;0;0;38;193;0;3;0;723285,5248;144394,5689;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1366;0;1366;234;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39574;2 - Villeneuve d'AngoulÛme (209 m);5 - Trifontaine (141 m);0;Non;ZAC Croix Argent;3,86359;43,58892
Oui;Non;19910801;556;Non;MillÚnaire I (rue Alfred Nobel);4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19910801;rue Nobel;185;0;689;0;0;0;0;0;Non;Non;Oui;20 sophora,350 troÛnes,33 peup, 42 micocouliers, 13 Úrables champÛtres;0;0;34451;P11;1;SEV;26;SPL;33633;3;Rustique;0;0;55;0;0;0;0;727065,8991;147396,9648;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;874;0;874;55;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Pinville (153 m);0;Non;MillÚnaire I Nobel;3,910905;43,615581
Oui;Non;19910201;557;Non;MillÚnaire II;4;31;Port Marianne;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19910201;Rue Samuel Morse;500;0;500;0;0;0;0;500;Non;Non;Non;45 micocouliers;0;0;35075;Q9;1;SEV;47;UPEE7;33633;3;Rustique;0;0;45;0;0;0;0;727351,3611;146414,1389;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1000;0;1000;45;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39498;1 - Odysseum (342 m);La Ronde - Evariste Gallois (229 m);0;Non;MillÚnaire II;3,914208;43,606687
Oui;Non;19910501;558;Non;MillÚnaire I (ext. Montauberou);4;27;MillÚnaire;Port Marianne;J;Grammont Entretien;Ab.voi;Abords de voirie;19910501;Rue de Bequerel;2052;0;0;0;0;0;0;0;Non;Non;Non;46 sophoras;0;0;34451;Q10;1;SEV;29;Paysages du sud;33633;3;Rustique;0;0;46;0;0;0;0;727454,5731;147047,0742;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;2052;0;2052;46;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;La Ronde - Guolielmo Marconi (96 m);0;Non;MillÚnaire I Montaub;3,915636;43,612365
Oui;Non;19910301;560;Non;MillÚnaire I (r. Albert Einstein);4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19910301;rue Einstein;149;0;910;0;0;0;0;0;Non;Non;Non;28  Úrables champÛtres;0;0;34451;Q10;1;SEV;23;BRL;33633;3;Rustique;0;0;28;0;0;0;0;727411,6907;146825,6204;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1059;0;1059;28;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39268;;La Ronde - Guolielmo Marconi (214 m);0;Non;MillÚnaire I Einstei;3,915052;43,610379
Oui;Non;19910401;561;Non;Rue LÚpine;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19910401;rue LÚpine;420;0;0;0;0;0;0;0;Non;Non;Non;41 Úrables champÛtres;0;0;34451;Q10;1;SEV;29;Paysages du sud;33633;3;Rustique;0;0;41;0;0;0;0;727239,1102;147195,2706;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;420;0;420;41;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;La Ronde - Pinville (124 m);0;Non;Rue LÚpine;3,913004;43,613736
Non;Non;19920316;571;Non;JardiniÞre Lakanal/Fabre;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.voi;Abords de voirie;;rue Lakanal;0;0;9;0;0;0;0;0;Non;Non;Non;rosiers, 1 cyprÞs;0;0;34445;K11;1;SEV;1;SEV;33679;2;Normal;0;0;0;0;0;0;0;724438,5137;147484,0959;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;9;0;9;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Louis Blanc (232 m);4 - Proudhon (309 m);0;Non;Lakanal/Fabre;3,87838;43,616812
Non;Non;19900101;585;Non;Il¶t des Hospices;2;19;Boutonnet;Centre;E;Verdanson;Ab.voi;Abords de voirie;19900101;rue Hospices/J. Brives;0;0;17;0;0;0;0;0;Non;Non;Non;1 pin pignon;0;0;34445;i12;1;SEV;1;SEV;33633;3;Rustique;0;0;0;0;0;0;0;723279,639;148227,1799;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;17;0;17;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;1 - Boutonnet (320 m);La Ronde - Fac de pharmacie (166 m);0;Non;Rue Hospices;3,864195;43,623694
Oui;Non;19920130;586;Non;Carrefour Rimbaud St ClÚment;7;6;Les CÚvennes;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;;Rue St ClÚment/A.P.Rimbaud;0;0;55;0;0;0;0;10;Non;Non;Non;murier platane;0;0;34445;F11;1;SEV;47;UPEE7;33633;3;Rustique;0;0;0;0;100;0;0;721678,0669;147570,4912;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;155;0;155;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39664;;La Ronde - Jean Calvin (146 m);0;Non;Rimbaud St ClÚment;3,844205;43,61805
Oui;Non;19700101;587;Non;Talus voie rapide;5;14;Les Aiguerelles;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19700101;Avenue de Palavas;0;0;213;0;0;0;0;49;Non;Non;Non;;0;0;34445;M7;1;SEV;50;Sariviere;33679;3;Rustique;0;0;0;0;0;0;0;725163,3097;145321,3745;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;213;0;213;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - FrÚdÚric FabrÞges (134 m);0;Non;Talus voie rapide;3,886854;43,597226
Oui;Non;19920130;588;Non;Rue de la Sardane;8;9;Estanove;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;;rue de la Sardane;0;0;0;0;0;0;0;30;Non;Non;Non;gleditschia;0;0;34445;H7;1;SEV;50;Sariviere;33633;2;Normal;0;0;1;0;0;0;50;722362,2928;145289,7382;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;50;0;50;1;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;;0;Non;Rue de la Sardane;3,852161;43,597411
Oui;Non;19910815;590;Non;Bouisses Pont de LavÚrune;10;4;La Martelle;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19910815;Rue des bouisses;150;0;1669;0;0;0;0;0;Non;Non;Oui;42 frÛnes, 5 cyprÞs, 10 pins pignons;0;0;34451;E8;1;SEV;47;UPEE7;33791;2;Normal;0;0;42;15;0;0;0;720793,5131;145933,0787;0;35;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1854;0;1854;57;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;La Ronde - Sophie Germain (233 m);0;Non;BouissesXPt LavÚrune;3,83288;43,603458
Non;Non;19911001;592;Non;Rue AmpÞre;8;4;La Martelle;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19911001;rue AndrÚ Marie AmpÞre;0;0;25;0;0;0;0;0;Non;Non;Non;38 muriers,6 cyprÞs;0;0;34628;E8;1;SEV;1;SEV;33681;2;Normal;0;0;0;0;400;0;0;721111,8726;145899,5506;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;425;0;425;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;;0;Non;Rue AmpÞre;3,836814;43,603104
Non;Non;19920201;608;Non;Ilot Mion St Michel;5;13;Saint-Martin;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19920201;Rue Mion St Michel;150;0;0;0;0;0;0;0;Non;Non;Non;3 pins pignons;0;0;34445;L6;1;SEV;1;SEV;33679;2;Normal;0;0;0;3;0;0;0;724811,1068;144892,2356;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;150;0;150;3;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Castors (183 m);0;Non;Mion St Michel;3,882392;43,593423
Oui;Non;19920115;628;Non;Talus des Payroliers;6;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19920115;rue des Payroliers;0;0;0;0;0;0;0;0;Non;Non;Non;cyprÞs, platane, acacia;0;0;34445;K7;1;SEV;50;Sariviere;33681;2;Normal;0;0;2;1;280;0;0;724341,8182;145212,8022;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;280;0;280;3;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Saint-ClÚophas (182 m);12 - Les PrÞs d'ArÞnes (Terminus) (144 m);0;Non;Talus des Payroliers;3,876656;43,596388
Oui;Non;19640101;631;Non;Parkings zoo de Lunaret;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19640101;Avenue Val de Montferrand;0;0;1950;0;0;0;0;0;Non;Non;Non;chÛne vert;0;0;34451;K15;1;SEV;25;Clanet;33696;3;Rustique;0;0;0;0;0;0;982;724053,5184;149754,9691;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;2932;0;2932;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;9 - RenÚ Bougnol (110 m);0;Non;Park zoo;3,874136;43,637314
Oui;Non;19890615;632;Non;Butte de la Martelle;8;7;La Chamberte;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19890615;AllÚe de la Martelle;0;0;2300;0;0;0;0;300;Non;Non;Non;308 cyprÞs de Leyland;0;0;34445;E9;1;SEV;47;UPEE7;33717;3;Rustique;0;0;0;0;3600;0;0;721230,5348;146340,356;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;5900;0;5900;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39847;;La Ronde - La Colline (273 m);0;Non;Butte de la Martelle;3,838383;43,607052
Oui;Non;19920601;642;Non;Angle Ave Toulouse/chasseurs;7;9;Estanove;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19920601;Rue des chasseurs;0;0;30;0;0;0;0;0;Non;Non;Non;3 cyprÞs;0;0;34445;i7;1;SEV;50;Sariviere;33791;2;Normal;0;0;0;3;0;0;0;723322,9417;145317,3805;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;30;0;30;3;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Mas Drevon (471 m);6 - Guillaume Janvier (42 m);0;Non;Av Toulouse Chasseur;3,864064;43,597499
Oui;Non;19910301;646;Non;Rue AndrÚ Le N¶tre;10;3;Celleneuve;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19910301;rue AndrÚ le N¶tre;1000;0;81;0;0;0;0;0;Non;Non;Oui;80 L. rose, 81 L. tin,59 mÚlias;0;0;34451;C10;1;SEV;50;Sariviere;33792;2;Normal;0;0;54;0;0;0;0;720099,7228;147111,3977;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;1081;0;1081;54;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39119;;15 - La Fontaine (102 m);0;Non;Rue A Le N¶tre;3,824551;43,614176
Oui;Non;19910401;647;Non;Parking rue le N¶tre;10;3;Celleneuve;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19910401;rue le N¶tre, ZAC de la Fontaine;110;0;0;0;0;0;0;0;Non;Non;Oui;9 Úra. champ., 2 platanes;0;0;34862;C10;1;SEV;50;Sariviere;33792;2;Normal;0;0;11;0;0;0;0;720061,9905;147190,646;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;110;0;110;11;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39119;;15 - Renaudel (164 m);0;Non;Park rue le N¶tre;3,8241;43,614895
Oui;Non;19910301;648;Non;Rue de la ChÛnaie;2;17;H¶pitaux-FacultÚs;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19910301;Rue de la ChÛnaie;0;0;0;0;0;0;0;0;Non;Non;Non;2 chÛnes blancs, 30 m? iris, 1 micocoulier;0;0;35349;K15;1;SEV;25;Clanet;33792;3;Rustique;0;0;3;0;212;0;0;723973,7446;149481,4889;0;30;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;242;0;242;3;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39176;;9 - Moulin de Gasconnet (151 m);0;Non;Rue de la ChÛnaie;3,873085;43,634866
Oui;Non;19920301;649;Non;Rue du moulin de Gasconnet;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19920301;Rue du Moulin de Gasconnet;0;0;200;0;0;0;0;0;Non;Non;Non;16 tilleuls, 40 m? iris;0;0;34451;K15;1;SEV;25;Clanet;33794;3;Rustique;0;0;16;0;0;0;0;724004,7502;149441,6546;0;50;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;250;0;250;16;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39176;;9 - Moulin de Gasconnet (122 m);0;Non;R Moulin Gasconnet;3,873459;43,634502
Oui;Non;19970515;651;Non;Echangeur Willy Brandt;10;3;Celleneuve;La Mosson;G;Mosson;Ab.voi;Abords de voirie;19930101;Ave de la LibertÚ;0;0;100;0;0;0;0;0;Non;Non;Non;72 cyprÞs florentins, 72 Úrables de Montpellier, 41 aulnes, 91 pins d'Alep, 26 peupliers blancs;0;0;34862;C10;1;SEV;50;Sariviere;33849;3;Rustique;0;0;139;163;12480;0;0;720070,8192;146925,1537;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;12580;0;12580;302;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39176;;7 - GrÞzes (282 m);0;Non;Echangeur W Brandt;3,82415;43,612505
Oui;Non;;652;Non;Rond-point Paul-Louis BRET;5;12;PrÞs d'ArÞnes;PrÞs d'ArÞnes;I;PrÞs d'ArÞnes;Ab.voi;Abords de voirie;19930101;Rond-point Paul-Louis BRET;0;0;1000;0;0;0;0;0;Non;Non;Non;;0;0;34862;K3;1;SEV;50;Sariviere;33849;3;Rustique;0;0;0;0;7200;0;0;724154,7334;143011,823;0;7500;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;15700;0;15700;0;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;16 - Tournezy (Terminus) (430 m);0;Non;Rdpt BRET;3,873831;43,576611
Oui;Non;19920727;654;Non;EV 'las Rebes';10;5;Alco;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19920727;Rue des papyrus/eucalyptus;0;0;935;0;0;0;0;296;Non;Non;Non;;0;0;34445;G12;1;SEV;47;UPEE7;33861;2;Normal;0;0;0;0;0;0;0;722224,5017;148211,9398;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;935;0;935;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39587;;7 - CervantÞs (143 m);0;Non;EV 'las Rebes';3,85112;43,623732
Oui;Non;19930101;662;Non;Lotissement du Mas Prunet;8;4;La Martelle;Les CÚvennes;H;CÚvennes;Ab.voi;Abords de voirie;19930101;rue des Bouisses;0;0;347;0;0;0;0;0;Non;Non;Oui;39 frÛnes, 3 cyprÞs, 13 peupliers, 1 pommier;0;0;34967;E7;1;SEV;47;UPEE7;33921;3;Rustique;0;0;103;10;0;0;0;720879,488;145331,1491;0;113;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;460;0;460;113;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;40052;;La Ronde - Les Bouisses (170 m);0;Non;Lot du Mas Prunet;3,833808;43,598027
Oui;Non;19920501;664;Non;Piste cyclable A. Einstein;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19920501;Avenue Albert Einstein;0;0;285;0;0;0;0;80;Non;Non;Non;;0;0;34451;O10;1;SEV;47;UPEE7;33921;3;Rustique;0;0;0;0;7000;0;0;726514,4194;146795,9811;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;7285;0;7285;0;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;12 - Vieille Poste (24 m);0;Non;Voie cycl Einstein;3,903932;43,610267
Non;Non;19921201;673;Non;Ilot rue MÚric;3;18;Aiguelongue;H¶pitaux-FacultÚs;D;H¶pitaux-FacultÚs;Ab.voi;Abords de voirie;19921201;Rue de MÚric;0;0;680;0;0;0;0;0;Non;Non;Non;4 Figuiers;0;0;34445;M14;1;SEV;1;SEV;33942;2;Normal;0;0;0;0;0;0;0;725239,2998;149140,1117;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;680;0;680;0;0;0;0;0;0;Nord-Ouest;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;La Ronde - RoqueturiÞre (124 m);0;Non;Ilot rue MÚric;3,888686;43,631581
Oui;Non;19930225;680;Non;Il¶t rue Jacques Bounin / Toulouse;6;11;Croix d'Argent;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19930225;rue Jacques Bournin;0;0;6;0;0;0;0;0;Non;Non;Non;1 pin;0;0;34451;i6;1;SEV;50;Sariviere;34050;2;Normal;0;0;0;1;0;0;0;723010,9936;144856,8156;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;6;0;6;1;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;;6 - Ronceray (124 m);0;Non;R BouninXToulouse;3,860094;43,593406
Oui;Non;19930201;681;Non;Ilot rue des Fourbisseurs;6;10;Lemasson;Croix d'Argent;W;Croix d'Argent;Ab.voi;Abords de voirie;19930201;rue des fourbisseurs;0;0;10;0;0;0;0;0;Non;Non;Non;1 pin;0;0;34451;K6;1;SEV;50;Sariviere;34050;2;Normal;0;0;0;1;0;0;0;724104,4938;144693,1689;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;10;0;10;1;0;0;0;0;0;Sud;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;;2 - Lemasson (211 m);5 - Lemasson (154 m);0;Non;Rue des Fourbisseurs;3,873598;43,591751
Non;Non;19950615;691;Non;Avenue de Nimes et avenue Franþois Delmas;4;24;Les Aubes;Centre;E;Verdanson;Ab.voi;Abords de voirie;19950615;Route de N¯mes;0;0;1900;0;0;0;0;0;Non;Non;Non;;0;0;35081;M11;1;SEV;1;SEV;34197;3;Rustique;0;0;0;0;6400;0;0;725111,4935;147645,0098;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;8300;0;8300;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39867;2 - Beaux Arts (280 m);La Ronde - Beaux Arts (132 m);0;Non;Av Delmas;3,886754;43,618147
Non;Non;19930726;697;Non;Ilot rue du Mail des abbÚs;3;28;Les Beaux Arts;Centre;E;Verdanson;Ab.voi;Abords de voirie;19930726;rue du Mail des abbÚs;0;0;125;0;0;0;0;0;Non;Non;Non;;0;0;34445;L12;1;SEV;1;SEV;34207;2;Normal;0;0;0;0;0;0;0;724895,5052;147852,9052;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;125;0;125;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39682;2 - Jeu de Mail des AbbÚs (18 m);4 - Cavalerie (189 m);0;Non;Mail des abbÚs;3,884338;43,620022
Oui;Non;19930501;698;Non;Ilots Vieille Poste B.Pascal;4;27;MillÚnaire;Port Marianne;L;Port Marianne;Ab.voi;Abords de voirie;19930501;rue de la vieille poste;916;0;0;0;0;0;0;176;Non;Non;Oui;Pins Pignon;0;0;35069;P11;1;SEV;26;SPL;34207;2;Normal;0;0;0;59;0;0;0;727041,3048;147463,8108;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;916;0;916;59;0;0;0;0;0;Est;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39391;;La Ronde - GoÚlands (223 m);0;Non;Vieille Poste;3,910617;43,616187
Non;Non;19930909;699;Non;Il¶t Calendreta;8;15;Figuerolles;Centre;B;Peyrou;Ab.voi;Abords de voirie;19930909;rue du Mas de Merle;0;0;30;0;0;0;0;0;Non;Non;Non;2 sophoras;0;0;34451;H9;1;SEV;1;SEV;34239;2;Normal;0;0;0;0;0;0;0;722820,125;146154,007;0;0;1;Ville de Montpellier;Accompagnement de voirie;Accompagnement de voirie;30;0;30;0;0;0;0;0;0;Centre;Non;0;Pas de fermeture;Non;0;Pas d'Úvolution possible;Non;39374;;11 - CitÚ GÚly (12 m);0;Non;Il¶t Calendreta;3,858029;43,605112
